"","Time","Latitude","Longitud","Wind","Pressure","CO2","Population"
"26889",0,35.6,-75.3,50,998,10969.325,3273978112
"26904",1800,19.9,-44.7,35,1005,10969.325,3273978112
"26909",0,23.5,-52.5,45,1002,10969.325,3273978112
"26911",1200,25.3,-56,65,1007,10969.325,3273978112
"26915",1200,27.5,-60.3,70,999,10969.325,3273978112
"26916",1800,27.6,-60.8,75,986,10969.325,3273978112
"26918",600,27.7,-61.5,90,989,10969.325,3273978112
"26919",1200,27.7,-62.4,95,984,10969.325,3273978112
"26923",1200,27.2,-65.6,90,976,10969.325,3273978112
"26924",1800,27.3,-66,85,977,10969.325,3273978112
"26927",1200,28.2,-66.5,75,983,10969.325,3273978112
"26928",1800,28.9,-66.8,75,977,10969.325,3273978112
"26931",1200,31,-67.3,90,974,10969.325,3273978112
"26932",1800,31.9,-66.9,90,976,10969.325,3273978112
"26940",1800,42.9,-51.9,75,969,10969.325,3273978112
"26971",1200,18.8,-52.1,85,992,10969.325,3273978112
"26972",1800,19.6,-53.5,85,994,10969.325,3273978112
"26975",1200,21.3,-56.1,70,996,10969.325,3273978112
"26976",1800,21.8,-57.2,70,992,10969.325,3273978112
"26979",1200,23.1,-60,70,995,10969.325,3273978112
"26981",0,23.8,-62.1,75,1001,10969.325,3273978112
"26983",1200,24.6,-64.1,120,954,10969.325,3273978112
"26984",1800,25,-65.1,125,945,10969.325,3273978112
"26985",0,25.4,-65.9,125,951,10969.325,3273978112
"26986",600,25.8,-66.5,125,951,10969.325,3273978112
"26987",1200,26.1,-67.1,120,952,10969.325,3273978112
"26988",1800,26.4,-67.7,120,953,10969.325,3273978112
"26989",0,26.8,-68.3,115,962,10969.325,3273978112
"26990",600,27.1,-68.8,110,951,10969.325,3273978112
"26991",1200,27.3,-69.2,110,960,10969.325,3273978112
"26992",1800,27.6,-69.6,105,962,10969.325,3273978112
"26993",0,27.9,-69.8,100,962,10969.325,3273978112
"26994",600,28.4,-69.8,95,965,10969.325,3273978112
"26995",1200,29,-69.8,95,967,10969.325,3273978112
"26996",1800,29.4,-69.7,90,964,10969.325,3273978112
"26997",0,29.8,-69.6,90,964,10969.325,3273978112
"26999",1200,31.1,-69.8,85,980,10969.325,3273978112
"27000",1800,32.2,-70.4,80,977,10969.325,3273978112
"27001",0,33.1,-71,80,984,10969.325,3273978112
"27002",600,33.5,-71.4,75,980,10969.325,3273978112
"27003",1200,33.9,-71.8,75,984,10969.325,3273978112
"27004",1800,34.3,-72.1,70,982,10969.325,3273978112
"27005",0,34.8,-72.4,75,980,10969.325,3273978112
"27006",600,35.5,-72.4,75,977,10969.325,3273978112
"27007",1200,36.5,-71.9,75,982,10969.325,3273978112
"27008",1800,37.7,-70.7,70,974,10969.325,3273978112
"27009",0,39.2,-69,65,980,10969.325,3273978112
"27010",600,40.9,-66.9,65,982,10969.325,3273978112
"27011",1200,42.8,-64.2,65,973,10969.325,3273978112
"27012",1800,44.7,-60.3,60,990,10969.325,3273978112
"27020",0,22.8,-86.1,50,997,10969.325,3273978112
"27021",600,23.2,-87.3,60,994,10969.325,3273978112
"27022",1200,23.4,-88.1,70,984,10969.325,3273978112
"27023",1800,23.8,-89,80,978,10969.325,3273978112
"27024",0,24,-89.5,95,977,10969.325,3273978112
"27025",600,24.2,-90.1,110,955,10969.325,3273978112
"27026",1200,24.5,-90.6,120,951,10969.325,3273978112
"27027",1800,24.8,-91.1,130,941,10969.325,3273978112
"27028",0,25.2,-91.4,130,942,10969.325,3273978112
"27032",0,27.2,-91.4,110,960,10969.325,3273978112
"27033",600,27.7,-91.4,105,964,10969.325,3273978112
"27034",1200,28.2,-91.4,100,962,10969.325,3273978112
"27035",1800,28.6,-91.6,100,961,10969.325,3273978112
"27036",0,29.6,-91.6,95,959,10969.325,3273978112
"27044",1200,13,-80,25,1008,10969.325,3273978112
"27048",1200,15.5,-83,25,1008,10969.325,3273978112
"27053",1800,18.4,-85.2,25,1008,10969.325,3273978112
"27061",1800,19.4,-85.7,30,1005,10969.325,3273978112
"27065",1800,21.7,-84.5,80,979,10969.325,3273978112
"27068",1200,24,-82.9,110,964,10969.325,3273978112
"27069",1800,25.1,-82,110,968,10969.325,3273978112
"27072",1200,29.6,-77.3,80,980,10969.325,3273978112
"27073",1800,30.5,-76.5,70,986,10969.325,3273978112
"27074",0,31.9,-76.1,65,990,10969.325,3273978112
"27075",600,33.4,-76.2,65,994,10969.325,3273978112
"27076",1200,34.9,-76.4,40,1000,10969.325,3273978112
"27154",1800,11.6,-54.5,30,1007,11466.15,3339584000
"27157",1200,14,-59.8,30,1010,11466.15,3339584000
"27159",0,16.2,-62.1,30,1010,11466.15,3339584000
"27161",1200,19.2,-63.4,35,1007,11466.15,3339584000
"27162",1800,20.5,-64.3,40,997,11466.15,3339584000
"27166",1800,22.6,-65.6,65,1002,11466.15,3339584000
"27167",0,22.7,-65.7,65,994,11466.15,3339584000
"27168",600,22.7,-65.8,65,990,11466.15,3339584000
"27170",1800,22.5,-66,70,984,11466.15,3339584000
"27172",600,22.3,-66.6,75,980,11466.15,3339584000
"27173",1200,22.2,-67.5,80,988,11466.15,3339584000
"27174",1800,22.3,-68,70,987,11466.15,3339584000
"27175",0,22.5,-68.5,80,970,11466.15,3339584000
"27177",1200,22.8,-70.2,105,942,11466.15,3339584000
"27178",1800,23.4,-70.9,105,945,11466.15,3339584000
"27181",1200,25.3,-72.9,110,955,11466.15,3339584000
"27182",1800,26.3,-73.7,115,950,11466.15,3339584000
"27183",0,26.9,-74.3,120,951,11466.15,3339584000
"27184",600,27.3,-74.7,120,946,11466.15,3339584000
"27185",1200,28.1,-75.3,120,951,11466.15,3339584000
"27186",1800,28.6,-75.6,115,946,11466.15,3339584000
"27187",0,28.8,-75.4,110,943,11466.15,3339584000
"27188",600,29,-75.3,110,954,11466.15,3339584000
"27189",1200,29,-75.3,105,952,11466.15,3339584000
"27190",1800,28.6,-75.4,100,968,11466.15,3339584000
"27191",0,28,-75.4,95,973,11466.15,3339584000
"27192",600,27.5,-75.8,100,968,11466.15,3339584000
"27193",1200,26.9,-76.3,100,966,11466.15,3339584000
"27195",0,25.8,-76.7,100,956,11466.15,3339584000
"27196",600,25.6,-76.9,105,956,11466.15,3339584000
"27197",1200,25.3,-77.2,110,957,11466.15,3339584000
"27198",1800,25.3,-77.9,110,952,11466.15,3339584000
"27199",0,25.2,-78.5,110,961,11466.15,3339584000
"27200",600,25.1,-79.5,110,954,11466.15,3339584000
"27201",1200,25.1,-80.7,110,952,11466.15,3339584000
"27202",1800,25.3,-82.2,105,948,11466.15,3339584000
"27205",1200,26.4,-86.9,120,951,11466.15,3339584000
"27206",1800,27.3,-88.1,125,953,11466.15,3339584000
"27207",0,28.3,-89.2,135,941,11466.15,3339584000
"27208",600,29.6,-90.7,90,948,11466.15,3339584000
"27209",1200,30.8,-91.8,65,965,11466.15,3339584000
"27240",600,21.5,-40.9,65,974,11466.15,3339584000
"27241",1200,23,-41,65,974,11466.15,3339584000
"27245",1200,30.8,-41.8,75,980,11466.15,3339584000
"27247",0,33.3,-42.6,70,992,11466.15,3339584000
"27249",1200,34.4,-43,65,988,11466.15,3339584000
"27254",1800,35.1,-42,65,991,11466.15,3339584000
"27257",1200,34,-41.1,65,986,11466.15,3339584000
"27258",1800,33.8,-41,65,986,11466.15,3339584000
"27259",0,33.5,-41,65,986,11466.15,3339584000
"27261",1200,33,-41,65,998,11466.15,3339584000
"27267",0,33.7,-41.8,70,992,11466.15,3339584000
"27270",1800,35.6,-40.9,70,988,11466.15,3339584000
"27274",1800,40.1,-32.9,80,984,11466.15,3339584000
"27283",1200,17.5,-84.7,25,1003,11466.15,3339584000
"27287",1200,19.6,-86.1,25,1005,11466.15,3339584000
"27292",1800,22,-88.3,25,1007,11466.15,3339584000
"27293",0,22.5,-88.9,25,1006,11466.15,3339584000
"27295",1200,23.5,-90.1,30,1007,11466.15,3339584000
"27296",1800,24.1,-90.3,30,1007,11466.15,3339584000
"27299",1200,26.5,-89.7,40,1001,11466.15,3339584000
"27300",1800,27.4,-89.2,45,1004,11466.15,3339584000
"27301",0,28.3,-88.7,45,1004,11466.15,3339584000
"27314",1200,24,-56,40,1005,11466.15,3339584000
"27317",600,25.4,-58,40,1005,11466.15,3339584000
"27318",1200,25.9,-58.5,45,1001,11466.15,3339584000
"27319",1800,26.3,-58.9,50,995,11466.15,3339584000
"27320",0,26.7,-59.2,55,995,11466.15,3339584000
"27321",600,27.3,-59.7,65,991,11466.15,3339584000
"27323",1800,28.8,-60.2,65,992,11466.15,3339584000
"27324",0,30,-59.4,65,998,11466.15,3339584000
"27325",600,31.5,-58.3,65,992,11466.15,3339584000
"27326",1200,33,-56.3,70,988,11466.15,3339584000
"27327",1800,34.4,-53.4,70,986,11466.15,3339584000
"27330",1200,39,-42.5,70,977,11466.15,3339584000
"27338",1200,16.3,-84.8,30,1006,12045.556,3407922944
"27342",1200,18.1,-84.2,40,996,12045.556,3407922944
"27343",1800,18.5,-84.1,70,990,12045.556,3407922944
"27344",0,18.9,-84,80,990,12045.556,3407922944
"27345",600,19.2,-83.9,80,986,12045.556,3407922944
"27346",1200,19.4,-83.8,85,983,12045.556,3407922944
"27348",0,20.1,-83.5,85,976,12045.556,3407922944
"27349",600,21.2,-83,85,980,12045.556,3407922944
"27351",1800,24.2,-82.4,110,970,12045.556,3407922944
"27352",0,25.7,-82.6,100,974,12045.556,3407922944
"27354",1200,28.8,-84.4,85,970,12045.556,3407922944
"27355",1800,29.7,-84.6,80,981,12045.556,3407922944
"27356",0,30.3,-84.1,60,977,12045.556,3407922944
"27360",0,32.5,-79.6,40,997,12045.556,3407922944
"27362",1200,33.7,-76.7,40,990,12045.556,3407922944
"27363",1800,33.7,-75.4,65,993,12045.556,3407922944
"27364",0,33.7,-74.2,70,998,12045.556,3407922944
"27365",600,34.3,-73.5,70,997,12045.556,3407922944
"27366",1200,34.9,-73.3,60,994,12045.556,3407922944
"27368",0,36.3,-73.3,55,999,12045.556,3407922944
"27370",1200,37.6,-73.5,45,1002,12045.556,3407922944
"27378",1200,37.6,-54.4,65,985,12045.556,3407922944
"27379",1800,39.5,-53.8,65,986,12045.556,3407922944
"27385",1800,20.3,-60.6,30,1012,12045.556,3407922944
"27388",1200,22.6,-64.2,40,1012,12045.556,3407922944
"27389",1800,22.7,-65.8,40,1012,12045.556,3407922944
"27392",1200,23,-69.4,30,1015,12045.556,3407922944
"27412",1200,31.9,-69.9,60,997,12045.556,3407922944
"27414",0,36.1,-65.7,70,995,12045.556,3407922944
"27415",600,39.5,-63.2,70,998,12045.556,3407922944
"27416",1200,42.9,-62,65,998,12045.556,3407922944
"27427",1200,32.7,-42.2,60,998,12045.556,3407922944
"27432",1800,35.3,-40.5,65,997,12045.556,3407922944
"27435",1200,36.2,-41.9,65,989,12045.556,3407922944
"27439",1200,38.3,-41.4,65,990,12045.556,3407922944
"27443",1200,40.9,-38.5,70,993,12045.556,3407922944
"27444",1800,41.6,-38.2,70,996,12045.556,3407922944
"27447",1200,43.9,-37.4,55,996,12045.556,3407922944
"27448",1800,44.6,-37.4,50,999,12045.556,3407922944
"27466",1800,16.8,-52.2,35,1009,12045.556,3407922944
"27470",1800,18.1,-57,45,1010,12045.556,3407922944
"27473",1200,19.3,-60.3,45,1008,12045.556,3407922944
"27474",1800,19.8,-61.1,45,1008,12045.556,3407922944
"27477",1200,21.4,-63.4,45,1012,12045.556,3407922944
"27486",1800,14,-26.1,25,1006,12045.556,3407922944
"27497",1200,15.3,-47.7,80,992,12045.556,3407922944
"27499",0,16,-52,85,993,12045.556,3407922944
"27500",600,16.3,-54.1,90,995,12045.556,3407922944
"27501",1200,16.6,-56.2,90,986,12045.556,3407922944
"27502",1800,16.9,-57.9,90,990,12045.556,3407922944
"27504",600,17.7,-60.8,85,997,12045.556,3407922944
"27505",1200,18.3,-62.2,80,995,12045.556,3407922944
"27507",0,19.7,-65.1,75,987,12045.556,3407922944
"27508",600,20.4,-66.3,75,993,12045.556,3407922944
"27509",1200,21,-67.5,75,989,12045.556,3407922944
"27510",1800,21.6,-68.7,75,983,12045.556,3407922944
"27511",0,22.1,-69.8,80,979,12045.556,3407922944
"27512",600,22.7,-70.5,90,973,12045.556,3407922944
"27513",1200,23.3,-70.7,110,962,12045.556,3407922944
"27514",1800,23.7,-70.9,110,957,12045.556,3407922944
"27515",0,24,-71,105,956,12045.556,3407922944
"27516",600,24.4,-71.1,100,960,12045.556,3407922944
"27517",1200,24.9,-71.3,100,963,12045.556,3407922944
"27518",1800,25.3,-71.5,100,963,12045.556,3407922944
"27519",0,25.8,-71.8,95,963,12045.556,3407922944
"27520",600,26.3,-72.1,95,970,12045.556,3407922944
"27521",1200,26.9,-72.4,95,966,12045.556,3407922944
"27523",0,28,-73,90,967,12045.556,3407922944
"27525",1200,29.3,-73.6,90,988,12045.556,3407922944
"27526",1800,30.5,-73.3,90,963,12045.556,3407922944
"27528",600,32.9,-71.4,95,963,12045.556,3407922944
"27529",1200,34,-70.3,95,963,12045.556,3407922944
"27530",1800,35,-69.2,95,957,12045.556,3407922944
"27531",0,35.9,-68,95,958,12045.556,3407922944
"27536",600,37.5,-57,90,950,12045.556,3407922944
"27541",1200,47.5,-41.5,90,954,12045.556,3407922944
"27552",0,14.9,-50.8,25,1011,12045.556,3407922944
"27556",0,16.4,-53.7,30,1010,12045.556,3407922944
"27558",1200,17,-55,30,1013,12045.556,3407922944
"27562",1200,19,-58,30,1009,12045.556,3407922944
"27564",0,20.7,-60.1,50,1004,12045.556,3407922944
"27567",1800,21.8,-62.6,35,1007,12045.556,3407922944
"27568",0,22.2,-63.7,35,1009,12045.556,3407922944
"27569",600,23,-65.1,35,1009,12045.556,3407922944
"27570",1200,23.7,-66.7,30,1011,12045.556,3407922944
"27571",1800,24.6,-68.2,30,1011,12045.556,3407922944
"27574",1200,26.7,-71.5,30,1013,12045.556,3407922944
"27578",0,21.5,-95.4,45,997,12045.556,3407922944
"27582",0,20,-96.7,15,1012,12045.556,3407922944
"27595",1200,14.4,-47.7,30,1009,12045.556,3407922944
"27596",1800,14.8,-48.7,40,1008,12045.556,3407922944
"27599",1200,15.6,-51.5,55,1000,12045.556,3407922944
"27600",1800,15.6,-52.5,60,1000,12045.556,3407922944
"27603",1200,15.8,-56,70,995,12045.556,3407922944
"27604",1800,15.8,-57,75,982,12045.556,3407922944
"27606",600,16,-59.2,95,965,12045.556,3407922944
"27607",1200,16.1,-60.4,105,961,12045.556,3407922944
"27608",1800,16.2,-61.7,110,962,12045.556,3407922944
"27610",600,16.5,-64.3,115,955,12045.556,3407922944
"27612",1800,17,-67.1,130,932,12045.556,3407922944
"27613",0,17.1,-68.5,130,929,12045.556,3407922944
"27617",0,18.8,-73.6,80,987,12045.556,3407922944
"27628",1800,24,-79.5,55,999,12045.556,3407922944
"27629",0,24.6,-79.1,65,995,12045.556,3407922944
"27630",600,24.9,-78.8,65,989,12045.556,3407922944
"27631",1200,25.2,-78.5,65,985,12045.556,3407922944
"27632",1800,25.4,-78.3,70,986,12045.556,3407922944
"27633",0,25.6,-78.4,75,985,12045.556,3407922944
"27635",1200,25.3,-79.7,75,987,12045.556,3407922944
"27636",1800,25,-80.5,75,984,12045.556,3407922944
"27637",0,24.7,-81.3,75,988,12045.556,3407922944
"27638",600,24.6,-82.2,80,985,12045.556,3407922944
"27640",1800,24.3,-83.6,85,980,12045.556,3407922944
"27641",0,24,-84.3,90,970,12045.556,3407922944
"27642",600,23.7,-85,95,983,12045.556,3407922944
"27643",1200,23.3,-85.6,95,974,12045.556,3407922944
"27644",1800,22.8,-86.3,100,974,12045.556,3407922944
"27645",0,22.3,-87.2,105,961,12045.556,3407922944
"27648",1800,21.7,-90,115,972,12045.556,3407922944
"27649",0,21.5,-91,115,972,12045.556,3407922944
"27651",1200,21.8,-93.1,120,953,12045.556,3407922944
"27652",1800,22.1,-93.9,120,956,12045.556,3407922944
"27653",0,22.3,-94.6,120,948,12045.556,3407922944
"27654",600,22.6,-95.2,120,951,12045.556,3407922944
"27656",1800,23,-96,120,953,12045.556,3407922944
"27657",0,23,-96.4,115,960,12045.556,3407922944
"27658",600,23,-97.1,110,962,12045.556,3407922944
"27659",1200,22.8,-97.8,105,961,12045.556,3407922944
"27672",0,12.8,-54.2,40,1013,12045.556,3407922944
"27675",1800,13.6,-59.7,45,1007,12045.556,3407922944
"27684",1800,24.8,-55.7,25,998,12045.556,3407922944
"27685",0,24.5,-55.2,25,998,12045.556,3407922944
"27688",1800,23.9,-53.5,50,995,12045.556,3407922944
"27692",1800,24,-51.4,60,986,12045.556,3407922944
"27693",0,24.8,-49.8,70,986,12045.556,3407922944
"27699",1200,35.8,-38.4,70,989,12045.556,3407922944
"27700",1800,37.3,-36.8,70,989,12045.556,3407922944
"27703",1200,41.2,-32.2,65,988,12045.556,3407922944
"27715",1200,43.5,-15.5,45,1016,12045.556,3407922944
"27863",1800,22,-46.2,35,1001,12431.009,3478769920
"27867",1800,26.3,-51,45,1008,12431.009,3478769920
"27870",1200,29.9,-53.8,50,1009,12431.009,3478769920
"27872",0,31.9,-56.3,55,1007,12431.009,3478769920
"27874",1200,34.5,-56.9,60,999,12431.009,3478769920
"27876",0,37.6,-55.8,65,994,12431.009,3478769920
"27878",1200,40.7,-53.8,70,998,12431.009,3478769920
"27880",0,44.6,-51.2,60,982,12431.009,3478769920
"27886",1200,15.9,-23.1,30,1008,12431.009,3478769920
"27887",1800,16.1,-24.5,30,1008,12431.009,3478769920
"27903",1800,26.7,-39.6,75,997,12431.009,3478769920
"27907",1800,26.3,-43.9,70,998,12431.009,3478769920
"27911",1800,26.2,-48.7,85,987,12431.009,3478769920
"27915",1800,27.7,-50.7,90,964,12431.009,3478769920
"27919",1800,28.8,-51.9,95,958,12431.009,3478769920
"27923",1800,30.8,-54.1,90,962,12431.009,3478769920
"27927",1800,34.5,-57.2,80,973,12431.009,3478769920
"27931",1800,38.9,-57.8,80,970,12431.009,3478769920
"27935",1800,41.9,-50.7,80,967,12431.009,3478769920
"27939",1800,43.4,-38.5,75,969,12431.009,3478769920
"27948",1800,45.1,1.5,35,996,12431.009,3478769920
"27950",1800,13.9,-57.8,30,1010,12431.009,3478769920
"27957",1200,13.9,-60.8,40,1006,12431.009,3478769920
"27959",0,14.2,-61.5,50,1005,12431.009,3478769920
"27961",1200,14.5,-62.2,60,996,12431.009,3478769920
"27962",1800,14.7,-62.9,75,989,12431.009,3478769920
"27966",1800,16.3,-66.1,115,950,12431.009,3478769920
"27969",1200,17.5,-68.2,130,947,12431.009,3478769920
"27970",1800,17.6,-69,120,951,12431.009,3478769920
"27971",0,17.7,-69.9,110,967,12431.009,3478769920
"27974",1800,17.6,-72.6,80,978,12431.009,3478769920
"27975",0,17.6,-73.3,65,1006,12431.009,3478769920
"27976",600,17.5,-74.1,65,997,12431.009,3478769920
"27977",1200,17.3,-75.1,60,1000,12431.009,3478769920
"27978",1800,16.5,-76.2,50,998,12431.009,3478769920
"27979",0,16.2,-76.8,50,1004,12431.009,3478769920
"27981",1200,15.8,-77.8,50,996,12431.009,3478769920
"27982",1800,15.8,-78.1,50,997,12431.009,3478769920
"27983",0,15.9,-78.5,55,996,12431.009,3478769920
"27984",600,16,-79,60,998,12431.009,3478769920
"27985",1200,16.3,-79.5,75,991,12431.009,3478769920
"27986",1800,16.8,-80.1,90,989,12431.009,3478769920
"27987",0,17.3,-81,100,985,12431.009,3478769920
"27989",1200,18,-82.4,100,980,12431.009,3478769920
"27990",1800,18.5,-83.3,100,978,12431.009,3478769920
"27991",0,18.7,-83.7,100,975,12431.009,3478769920
"27992",600,19.2,-84.4,100,970,12431.009,3478769920
"27993",1200,19.6,-85.1,100,964,12431.009,3478769920
"27994",1800,19.9,-85.6,100,967,12431.009,3478769920
"27999",0,21.5,-90.6,90,977,12431.009,3478769920
"28000",600,21.6,-91.8,95,978,12431.009,3478769920
"28001",1200,21.8,-92.7,95,970,12431.009,3478769920
"28002",1800,22.1,-93.7,100,967,12431.009,3478769920
"28004",600,22.8,-94.8,110,949,12431.009,3478769920
"28005",1200,23.5,-95.7,125,961,12431.009,3478769920
"28006",1800,23.9,-96,135,923,12431.009,3478769920
"28007",0,24.2,-96.2,140,923,12431.009,3478769920
"28008",600,25.1,-96.8,140,931,12431.009,3478769920
"28019",0,28.5,-77.5,25,1010,12431.009,3478769920
"28021",1200,27.7,-78.6,25,1007,12431.009,3478769920
"28025",1200,27.9,-79.1,35,1004,12431.009,3478769920
"28027",0,29.1,-78,40,997,12431.009,3478769920
"28030",1800,33.2,-75.1,65,984,12431.009,3478769920
"28033",1200,35.9,-70.6,60,999,12431.009,3478769920
"28034",1800,36.2,-69.2,50,998,12431.009,3478769920
"28039",0,36.8,-64.7,70,989,12431.009,3478769920
"28042",1800,37.1,-64.9,75,983,12431.009,3478769920
"28046",1800,38,-66.5,70,973,12431.009,3478769920
"28047",0,38,-67.1,65,980,12431.009,3478769920
"28050",1800,37.9,-70.5,70,975,12431.009,3478769920
"28051",0,37.9,-71.9,70,981,12431.009,3478769920
"28052",600,37.8,-73.3,70,986,12431.009,3478769920
"28054",1800,37.3,-75.3,55,990,12431.009,3478769920
"28057",1200,34.7,-76.3,30,1006,12431.009,3478769920
"28059",0,33.1,-76,30,1006,12431.009,3478769920
"28061",1200,31.9,-75,25,1006,12431.009,3478769920
"28062",1800,31.5,-74.5,25,1006,12431.009,3478769920
"28067",0,29.5,-71.5,25,1010,12431.009,3478769920
"28154",1800,12.6,-48.4,30,1005,12431.009,3478769920
"28157",1200,13.2,-51.2,30,1008,12431.009,3478769920
"28158",1800,13.5,-52.1,30,1008,12431.009,3478769920
"28159",0,13.9,-53,30,1005,12431.009,3478769920
"28161",1200,14.4,-55.1,40,1002,12431.009,3478769920
"28162",1800,14.5,-56,45,1000,12431.009,3478769920
"28165",1200,14.7,-58.2,35,1007,12431.009,3478769920
"28166",1800,14.9,-58.7,35,1005,12431.009,3478769920
"28169",1200,14.5,-62,30,1010,12431.009,3478769920
"28170",1800,14.5,-63,30,1008,12431.009,3478769920
"28174",1800,20.3,-93,25,1005,12431.009,3478769920
"28175",0,20.7,-93,30,1005,12431.009,3478769920
"28179",0,22.6,-93.7,75,987,12431.009,3478769920
"28180",600,22.7,-94.6,65,999,12431.009,3478769920
"28181",1200,22.8,-95.5,65,993,12431.009,3478769920
"28182",1800,22.8,-96.2,65,996,12431.009,3478769920
"28201",1800,19.5,-18.9,45,1002,12431.009,3478769920
"28204",1200,20.5,-20.5,30,1012,12431.009,3478769920
"28238",1800,21.4,-61.5,35,1008,12431.009,3478769920
"28242",1800,24.5,-66.1,40,1005,12431.009,3478769920
"28245",1200,28.1,-66.5,55,1006,12431.009,3478769920
"28247",0,30.8,-64.3,65,995,12431.009,3478769920
"28253",1200,33,-52.9,70,999,12431.009,3478769920
"28257",1200,34.5,-48.5,75,989,12431.009,3478769920
"28262",1800,36.2,-46.1,80,981,12431.009,3478769920
"28265",1200,37,-46,75,991,12431.009,3478769920
"28269",1200,38.7,-44.1,70,994,12431.009,3478769920
"28303",0,18.8,-85.8,30,1005,13063.45,3551599104
"28306",1800,21.4,-84.8,40,1002,13063.45,3551599104
"28307",0,22.3,-84.2,45,997,13063.45,3551599104
"28308",600,23.3,-83.9,60,999,13063.45,3551599104
"28309",1200,24.5,-83.6,65,999,13063.45,3551599104
"28311",0,25.1,-83.3,65,994,13063.45,3551599104
"28312",600,25.8,-82.9,60,993,13063.45,3551599104
"28313",1200,26.9,-82.1,55,992,13063.45,3551599104
"28316",600,28.1,-80.9,50,994,13063.45,3551599104
"28318",1800,27.8,-80.2,50,965,13063.45,3551599104
"28319",0,28,-80,50,997,13063.45,3551599104
"28323",0,30.6,-81.5,50,999,13063.45,3551599104
"28352",1800,24.5,-80.8,25,1012,13063.45,3551599104
"28360",1800,28.7,-81.1,25,1012,13063.45,3551599104
"28367",1200,30.9,-75.2,50,1005,13063.45,3551599104
"28368",1800,30.8,-74.2,55,995,13063.45,3551599104
"28369",0,30.8,-73.4,55,993,13063.45,3551599104
"28371",1200,31.5,-72.5,60,998,13063.45,3551599104
"28372",1800,32.1,-71.8,60,997,13063.45,3551599104
"28373",0,32.7,-71.2,60,997,13063.45,3551599104
"28374",600,33.7,-70.1,60,995,13063.45,3551599104
"28375",1200,34.7,-68.4,65,992,13063.45,3551599104
"28377",0,35.5,-64.3,65,991,13063.45,3551599104
"28378",600,35.5,-61.8,65,990,13063.45,3551599104
"28379",1200,35.6,-59.3,65,990,13063.45,3551599104
"28381",0,35.8,-54,60,997,13063.45,3551599104
"28383",1200,36.8,-49,60,994,13063.45,3551599104
"28392",1800,26.4,-96.6,45,1001,13063.45,3551599104
"28393",0,28.3,-97.2,60,999,13063.45,3551599104
"28408",0,25,-79,25,1013,13063.45,3551599104
"28410",1200,27,-80.5,25,1012,13063.45,3551599104
"28412",0,29.4,-80.4,25,1011,13063.45,3551599104
"28416",0,33.8,-75.2,30,1005,13063.45,3551599104
"28418",1200,35,-71.3,45,994,13063.45,3551599104
"28420",0,36.4,-66.6,65,985,13063.45,3551599104
"28422",1200,37.6,-62,65,1001,13063.45,3551599104
"28424",0,38.8,-57.5,55,999,13063.45,3551599104
"28426",1200,39.8,-51.3,70,992,13063.45,3551599104
"28430",1200,40.8,-41.2,65,999,13063.45,3551599104
"28432",0,41.3,-36.3,65,1006,13063.45,3551599104
"28435",1800,42.8,-29.5,30,1011,13063.45,3551599104
"28490",0,15.8,-34.9,50,1005,13063.45,3551599104
"28504",1200,17.3,-51.1,30,1013,13063.45,3551599104
"28581",1800,29.4,-74.1,30,1012,13063.45,3551599104
"28584",1200,31.3,-71.7,30,1012,13063.45,3551599104
"28589",1800,33.2,-68.2,45,1003,13063.45,3551599104
"28593",1800,34.3,-65.3,50,1001,13063.45,3551599104
"28597",1800,35.3,-57.8,40,1003,13063.45,3551599104
"28599",600,35.5,-53.5,30,1007,13063.45,3551599104
"28630",0,18.3,-82.7,30,1003,13063.45,3551599104
"28632",1200,19.4,-83.3,45,999,13063.45,3551599104
"28633",1800,19.9,-83.4,50,994,13063.45,3551599104
"28636",1200,21.7,-83.5,65,996,13063.45,3551599104
"28638",0,24.3,-83.3,65,990,13063.45,3551599104
"28640",1200,25.8,-84,65,986,13063.45,3551599104
"28641",1800,26.3,-84.1,65,986,13063.45,3551599104
"28642",0,26.7,-84.2,65,990,13063.45,3551599104
"28644",1200,27.4,-84.1,70,980,13063.45,3551599104
"28646",0,28.3,-83.1,70,977,13063.45,3551599104
"28647",600,28.9,-82.5,70,978,13063.45,3551599104
"28648",1200,30,-81,70,965,13063.45,3551599104
"28649",1800,31.3,-79.7,75,966,13063.45,3551599104
"28651",600,34.3,-76.6,70,985,13063.45,3551599104
"28652",1200,35.5,-74.6,70,983,13063.45,3551599104
"28653",1800,37,-72,70,981,13063.45,3551599104
"28656",1200,43.9,-62.9,65,975,13063.45,3551599104
"28734",1800,14.2,-46,60,1003,13846.427,3625680896
"28737",1200,15.1,-51.9,45,1005,13846.427,3625680896
"28739",0,16.5,-55.8,45,1004,13846.427,3625680896
"28746",1800,27,-71.5,35,1008,13846.427,3625680896
"28747",0,28.7,-73.2,30,1014,13846.427,3625680896
"28749",1200,31.2,-74.7,30,1013,13846.427,3625680896
"28750",1800,32.6,-74.5,30,1008,13846.427,3625680896
"28754",1800,40.9,-65.6,55,1002,13846.427,3625680896
"28765",1800,35.5,-69.9,75,997,13846.427,3625680896
"28768",1200,44.3,-60.4,65,998,13846.427,3625680896
"28782",0,16,-49,70,984,13846.427,3625680896
"28783",600,16.5,-50,75,980,13846.427,3625680896
"28784",1200,17,-50.8,90,976,13846.427,3625680896
"28785",1800,17.7,-51.7,90,971,13846.427,3625680896
