"","Time","Latitude","Longitud","Wind","Pressure","CO2","Population"
"25026",1800,29.6,-64.5,25,1009,8215.483,2925687040
"25029",1800,17.8,-70.6,50,1004,8215.483,2925687040
"25030",2100,18,-71.2,50,1004,8215.483,2925687040
"25050",1800,22.5,-96.5,35,1004,8215.483,2925687040
"25051",0,23.3,-97.2,40,1001,8215.483,2925687040
"25054",1200,25.5,-97.8,35,1003,8215.483,2925687040
"25055",1800,27,-97.8,30,1003,8215.483,2925687040
"25067",1800,21.9,-64.1,30,1013,8215.483,2925687040
"25070",1200,23.5,-67.2,40,1003,8215.483,2925687040
"25071",1800,24,-68.4,45,1000,8215.483,2925687040
"25074",1200,26.5,-71.7,60,997,8215.483,2925687040
"25075",1800,27.2,-72.4,60,995,8215.483,2925687040
"25079",1800,29.2,-74.2,70,982,8215.483,2925687040
"25080",0,29.5,-74.7,70,981,8215.483,2925687040
"25081",600,29.7,-75.4,80,974,8215.483,2925687040
"25082",1200,30.2,-76.2,95,963,8215.483,2925687040
"25083",1800,30.9,-77.3,110,948,8215.483,2925687040
"25084",0,31.6,-78.3,115,943,8215.483,2925687040
"25085",600,32.3,-78.6,125,933,8215.483,2925687040
"25086",900,32.7,-78.6,130,930,8215.483,2925687040
"25087",1200,33.1,-78.5,120,938,8215.483,2925687040
"25089",0,34.7,-75.9,115,938,8215.483,2925687040
"25090",600,35.5,-73.8,110,950,8215.483,2925687040
"25091",1200,36.6,-71.3,100,955,8215.483,2925687040
"25093",0,40,-65,95,957,8215.483,2925687040
"25115",1800,17.9,-54.3,50,998,8215.483,2925687040
"25118",1200,18.3,-58.1,65,986,8215.483,2925687040
"25119",1800,18.6,-59.3,70,980,8215.483,2925687040
"25121",600,19.4,-60.5,90,962,8215.483,2925687040
"25122",1200,19.7,-60.8,95,956,8215.483,2925687040
"25123",1800,20,-61.1,95,957,8215.483,2925687040
"25124",0,20.4,-61.3,90,966,8215.483,2925687040
"25126",800,21.2,-61.2,65,990,8215.483,2925687040
"25130",600,25.9,-61.5,65,989,8215.483,2925687040
"25132",1800,29.3,-61.8,80,980,8215.483,2925687040
"25133",0,31,-61,80,980,8215.483,2925687040
"25134",600,32.9,-59.4,80,978,8215.483,2925687040
"25141",0,19.4,-81.3,30,1005,8215.483,2925687040
"25143",1200,20.3,-81.4,35,1002,8215.483,2925687040
"25149",1600,24.2,-78,55,991,8215.483,2925687040
"25150",1800,24.5,-77.6,55,991,8215.483,2925687040
"25153",0,25.8,-76.6,65,987,8215.483,2925687040
"25156",1800,28.9,-74.8,70,983,8215.483,2925687040
"25158",600,30,-74.2,70,986,8215.483,2925687040
"25160",1800,31.4,-73.3,70,988,8215.483,2925687040
"25161",0,31.8,-72.8,70,984,8215.483,2925687040
"25163",1200,32.2,-70.9,70,982,8215.483,2925687040
"25166",600,34,-67.1,85,968,8215.483,2925687040
"25167",1200,34.8,-65.7,80,973,8215.483,2925687040
"25171",1200,39.9,-55.9,80,974,8215.483,2925687040
"25214",1200,27.4,-90.1,45,1000,8989.176,2979576064
"25215",1800,27.7,-91.2,45,1002,8989.176,2979576064
"25216",0,27.8,-91.8,45,1000,8989.176,2979576064
"25217",600,28,-91.9,45,999,8989.176,2979576064
"25218",1200,28.5,-91.9,50,996,8989.176,2979576064
"25219",1800,29.2,-91.8,55,993,8989.176,2979576064
"25237",1800,22.8,-96.3,60,987,8989.176,2979576064
"25239",600,23,-96.5,60,985,8989.176,2979576064
"25240",1200,23,-96.7,50,992,8989.176,2979576064
"25241",1800,22.9,-96.9,50,992,8989.176,2979576064
"25242",0,22.6,-97,45,997,8989.176,2979576064
"25244",1200,22.1,-97.2,35,1001,8989.176,2979576064
"25245",1800,22,-97.3,35,1001,8989.176,2979576064
"25282",0,32.2,-77,55,997,8989.176,2979576064
"25284",1200,32.4,-78.1,65,995,8989.176,2979576064
"25286",0,32.6,-79.3,65,995,8989.176,2979576064
"25287",400,33,-79.6,65,995,8989.176,2979576064
"25297",1200,41.7,-70.7,50,998,8989.176,2979576064
"25298",1800,44.3,-67.7,45,1000,8989.176,2979576064
"25311",1800,28.4,-95.2,65,985,8989.176,2979576064
"25312",0,28.7,-95.2,70,984,8989.176,2979576064
"25313",500,29.1,-95.2,75,980,8989.176,2979576064
"25314",600,29.2,-95.2,75,980,8989.176,2979576064
"25315",1200,29.5,-95.1,55,986,8989.176,2979576064
"25325",0,14.3,-57.9,35,1007,8989.176,2979576064
"25337",1800,24.3,-44.8,45,1008,8989.176,2979576064
"25341",1500,29.2,-41.6,65,994,8989.176,2979576064
"25342",1800,30,-40.7,55,1001,8989.176,2979576064
"25346",1800,36.8,-28.1,50,994,8989.176,2979576064
"25348",1200,19.8,-68.3,25,1009,8989.176,2979576064
"25349",1800,19.9,-69.6,25,1008,8989.176,2979576064
"25352",1200,20.6,-73.7,30,1011,8989.176,2979576064
"25353",1800,21.2,-74.1,30,1009,8989.176,2979576064
"25357",1800,23.2,-73,65,997,8989.176,2979576064
"25358",0,23.9,-73,65,1000,8989.176,2979576064
"25359",600,24.4,-73.2,65,1002,8989.176,2979576064
"25362",0,25.8,-74.6,55,1001,8989.176,2979576064
"25364",1200,26.5,-75.4,55,1000,8989.176,2979576064
"25366",0,27.4,-75.4,45,1004,8989.176,2979576064
"25367",600,27.7,-75.2,45,1000,8989.176,2979576064
"25369",1800,28,-74.8,50,997,8989.176,2979576064
"25370",0,27.8,-74.5,45,1000,8989.176,2979576064
"25374",0,28,-73,60,997,8989.176,2979576064
"25378",0,28.5,-75,75,981,8989.176,2979576064
"25379",600,28.7,-75.5,80,979,8989.176,2979576064
"25381",1800,29.4,-77.1,105,964,8989.176,2979576064
"25382",0,30,-78.1,110,957,8989.176,2979576064
"25383",600,30.6,-79.1,115,951,8989.176,2979576064
"25385",1700,32.5,-80.4,115,951,8989.176,2979576064
"25386",1800,32.5,-80.6,115,951,8989.176,2979576064
"25404",0,27.4,-55.4,60,996,8989.176,2979576064
"25410",1200,26.9,-64.7,90,975,8989.176,2979576064
"25411",1800,27.9,-65.6,105,959,8989.176,2979576064
"25414",1200,30.5,-68.1,100,967,8989.176,2979576064
"25415",1800,31.6,-69,100,963,8989.176,2979576064
"25419",1800,34.5,-67.2,95,961,8989.176,2979576064
"25422",1200,35.7,-64.7,85,966,8989.176,2979576064
"25427",1800,37.1,-58.4,85,970,8989.176,2979576064
"25434",1200,35,-38.1,90,971,8989.176,2979576064
"25441",600,49,-19.5,80,967,8989.176,2979576064
"25447",1200,26.2,-90,35,1003,8989.176,2979576064
"25448",1800,27.3,-89,35,1001,8989.176,2979576064
"25449",0,28.4,-88.2,35,1002,8989.176,2979576064
"25451",1000,30.3,-87.6,40,1000,8989.176,2979576064
"25452",1200,30.6,-87.6,40,1000,8989.176,2979576064
"25453",1800,31.7,-87,30,1003,8989.176,2979576064
"25474",1200,26.7,-82.5,55,998,8989.176,2979576064
"25475",1400,26.7,-82.3,55,998,8989.176,2979576064
"25476",1800,27,-80.5,45,1001,8989.176,2979576064
"25478",600,28.5,-73.6,65,993,8989.176,2979576064
"25479",1200,29.6,-70,75,988,8989.176,2979576064
"25593",1200,13.9,-60.9,55,1003,9410.53,3034949888
"25594",1800,14.1,-62.3,55,1002,9410.53,3034949888
"25597",1200,14.7,-65.8,60,999,9410.53,3034949888
"25598",1800,14.9,-67.3,55,1004,9410.53,3034949888
"25599",0,14.9,-68.9,50,1005,9410.53,3034949888
"25600",600,14.7,-70.4,50,1005,9410.53,3034949888
"25601",1200,14.7,-71.9,50,1007,9410.53,3034949888
"25603",0,15.2,-74.3,50,1004,9410.53,3034949888
"25605",1200,14.9,-76.7,45,1008,9410.53,3034949888
"25607",0,14.7,-79.5,45,1004,9410.53,3034949888
"25611",0,16.1,-85.2,60,995,9410.53,3034949888
"25630",1200,31.5,-81.8,55,1000,9410.53,3034949888
"25631",1800,32.8,-79.7,60,993,9410.53,3034949888
"25632",2100,33.9,-78.2,60,993,9410.53,3034949888
"25633",0,34.6,-77.9,55,994,9410.53,3034949888
"25634",600,37,-76.5,50,993,9410.53,3034949888
"25635",1200,38.7,-75.3,50,992,9410.53,3034949888
"25636",1800,40.5,-73.8,50,991,9410.53,3034949888
"25637",0,43,-71.5,40,991,9410.53,3034949888
"25638",600,46,-69.3,35,992,9410.53,3034949888
"25639",1200,50,-68.6,35,990,9410.53,3034949888
"25640",1800,54,-68.3,35,986,9410.53,3034949888
"25641",0,58,-68.9,40,977,9410.53,3034949888
"25642",600,60.5,-69.5,45,976,9410.53,3034949888
"25643",1200,61,-71.5,45,976,9410.53,3034949888
"25644",1800,61.5,-75,40,980,9410.53,3034949888
"25645",0,60.5,-77.5,35,982,9410.53,3034949888
"25646",600,58,-79.5,35,983,9410.53,3034949888
"25647",1200,56,-80,35,983,9410.53,3034949888
"25648",1800,55.5,-76,30,984,9410.53,3034949888
"25649",0,55.5,-71,30,984,9410.53,3034949888
"25650",600,55.7,-68,30,984,9410.53,3034949888
"25651",1200,56,-67,30,984,9410.53,3034949888
"25652",1800,56.4,-66,30,985,9410.53,3034949888
"25653",0,56.7,-66,30,986,9410.53,3034949888
"25654",600,57,-66,30,986,9410.53,3034949888
"25655",1200,57.2,-66,30,987,9410.53,3034949888
"25656",1800,57.5,-66,25,989,9410.53,3034949888
"25657",0,58,-66,25,992,9410.53,3034949888
"25658",600,59,-68,25,995,9410.53,3034949888
"25659",1200,59.5,-70.5,20,998,9410.53,3034949888
"25660",1800,59.8,-71,20,1000,9410.53,3034949888
"25661",0,59.5,-72,20,1003,9410.53,3034949888
"25662",600,59,-73.5,20,1005,9410.53,3034949888
"25663",1200,58.2,-72,20,1006,9410.53,3034949888
"25664",1800,57.8,-69,20,1006,9410.53,3034949888
"25665",0,57.5,-66,20,1007,9410.53,3034949888
"25666",600,57,-64,20,1007,9410.53,3034949888
"25667",1200,56.2,-62,20,1006,9410.53,3034949888
"25668",1800,56,-60,20,1005,9410.53,3034949888
"25672",1200,26.6,-72.7,60,997,9410.53,3034949888
"25676",1200,33.1,-69.4,75,999,9410.53,3034949888
"25677",1800,35.4,-68.6,75,995,9410.53,3034949888
"25678",0,37.7,-67.8,70,997,9410.53,3034949888
"25699",1800,13.9,-47.6,95,973,9410.53,3034949888
"25702",1200,15.3,-53.1,105,962,9410.53,3034949888
"25706",1200,16.9,-59.7,110,958,9410.53,3034949888
"25709",0,17.8,-62.1,110,956,9410.53,3034949888
"25710",400,18.1,-63,110,952,9410.53,3034949888
"25711",600,18.3,-63.4,110,952,9410.53,3034949888
"25712",1200,19.1,-64.8,110,958,9410.53,3034949888
"25713",1800,19.7,-65.8,110,956,9410.53,3034949888
"25714",0,20.1,-66.5,115,941,9410.53,3034949888
"25716",1200,21.2,-68.3,120,940,9410.53,3034949888
"25717",1800,21.5,-68.9,120,940,9410.53,3034949888
"25718",0,21.8,-69.7,125,932,9410.53,3034949888
"25720",1200,22.1,-71.3,110,948,9410.53,3034949888
"25722",0,22.2,-73.4,110,945,9410.53,3034949888
"25723",600,22.2,-74.3,105,947,9410.53,3034949888
"25724",1200,22.3,-75.3,100,951,9410.53,3034949888
"25725",1600,22.4,-75.8,105,945,9410.53,3034949888
"25726",1800,22.4,-76.1,105,945,9410.53,3034949888
"25727",0,22.6,-76.9,110,939,9410.53,3034949888
"25728",600,22.9,-77.8,110,942,9410.53,3034949888
"25729",1200,23.2,-78.7,110,942,9410.53,3034949888
"25730",1800,23.7,-79.4,110,944,9410.53,3034949888
"25731",0,24.2,-80.1,115,938,9410.53,3034949888
"25732",600,24.7,-80.8,125,930,9410.53,3034949888
"25733",700,24.8,-80.9,125,930,9410.53,3034949888
"25734",1200,25.3,-81.3,115,939,9410.53,3034949888
"25735",1600,25.9,-81.6,105,942,9410.53,3034949888
"25736",1800,26.3,-81.8,105,945,9410.53,3034949888
"25737",0,27.3,-81.9,85,957,9410.53,3034949888
"25738",600,28.3,-81.7,65,964,9410.53,3034949888
"25739",1200,29.7,-81,75,968,9410.53,3034949888
"25740",1800,31.1,-79.9,80,970,9410.53,3034949888
"25741",0,33,-78.3,90,958,9410.53,3034949888
"25742",400,34.6,-77.3,90,958,9410.53,3034949888
"25743",600,35.1,-76.7,85,960,9410.53,3034949888
"25745",1800,40.1,-73.3,85,959,9410.53,3034949888
"25746",1900,40.7,-72.9,85,959,9410.53,3034949888
"25747",2000,41.3,-72.4,80,962,9410.53,3034949888
"25748",0,42.8,-71.2,60,969,9410.53,3034949888
"25763",1800,25.6,-90,100,974,9410.53,3034949888
"25764",0,27.1,-89.2,100,976,9410.53,3034949888
"25765",600,28.4,-88.8,80,981,9410.53,3034949888
"25766",1200,29.4,-88.7,75,985,9410.53,3034949888
"25767",1800,30.1,-88.8,70,984,9410.53,3034949888
"25768",2100,30.4,-89,70,980,9410.53,3034949888
"25771",1200,32,-88.9,30,1007,9410.53,3034949888
"25772",1800,32.9,-88.7,25,1010,9410.53,3034949888
"25773",0,33.9,-88.4,25,1011,9410.53,3034949888
"25774",600,34.9,-88,20,1012,9410.53,3034949888
"25775",1200,35.9,-87.4,20,1013,9410.53,3034949888
"25776",1800,36.8,-86.6,20,1015,9410.53,3034949888
"25782",1200,20.9,-69,45,1000,9410.53,3034949888
"25783",1800,20.9,-70.1,40,1003,9410.53,3034949888
"25784",0,20.9,-71.2,40,1003,9410.53,3034949888
"25785",600,21,-72.4,40,1004,9410.53,3034949888
"25786",900,21.1,-73.1,35,1004,9410.53,3034949888
"25787",1200,21.1,-73.7,35,1006,9410.53,3034949888
"25803",1200,24.9,-81.8,25,1005,9410.53,3034949888
"25805",0,26.7,-80.5,35,1002,9410.53,3034949888
"25827",600,11.7,-62,45,1002,9452.108,3091844096
"25828",1200,11.9,-63.8,60,999,9452.108,3091844096
"25830",0,13,-67.2,80,1002,9452.108,3091844096
"25831",600,13.2,-69.5,90,992,9452.108,3091844096
"25834",0,13.7,-74.7,100,984,9452.108,3091844096
"25835",600,14,-76.6,100,982,9452.108,3091844096
"25836",1200,14.5,-78.2,100,976,9452.108,3091844096
"25838",0,15.2,-81.4,100,990,9452.108,3091844096
"25840",1200,15.8,-84.3,90,992,9452.108,3091844096
"25842",0,16.1,-86.4,85,989,9452.108,3091844096
"25852",1800,17,-48.1,80,973,9452.108,3091844096
"25853",0,18.2,-49.1,85,989,9452.108,3091844096
"25855",1200,20.5,-50.2,95,986,9452.108,3091844096
"25856",1800,22,-50.2,100,982,9452.108,3091844096
"25859",1200,25.6,-52.3,115,957,9452.108,3091844096
"25860",1800,26.9,-52.9,120,952,9452.108,3091844096
"25862",600,29.9,-55.1,120,950,9452.108,3091844096
"25863",1200,30.9,-56.1,120,945,9452.108,3091844096
"25864",1800,32.4,-56.8,115,954,9452.108,3091844096
"25867",1200,34.2,-58.3,95,954,9452.108,3091844096
"25875",1200,36.6,-58.6,90,978,9452.108,3091844096
"25876",1800,37.6,-57.9,90,976,9452.108,3091844096
"25879",1200,39.2,-52.3,90,980,9452.108,3091844096
"25880",1800,39.8,-49.7,85,962,9452.108,3091844096
"25883",1200,44.7,-38.5,80,970,9452.108,3091844096
"25890",600,13.7,-79.5,25,1007,9452.108,3091844096
"25891",1200,14.2,-80.1,25,1006,9452.108,3091844096
"25892",1800,14.9,-80.7,25,1005,9452.108,3091844096
"25893",0,15.5,-81.4,30,1002,9452.108,3091844096
"25894",600,15.9,-82.1,30,999,9452.108,3091844096
"25895",1200,16.3,-82.7,40,997,9452.108,3091844096
"25896",1800,16.9,-83.1,45,993,9452.108,3091844096
"25897",0,17.4,-83.6,50,990,9452.108,3091844096
"25898",600,18.1,-84.3,55,987,9452.108,3091844096
"25899",1200,18.8,-85.1,65,984,9452.108,3091844096
"25900",1800,19.1,-85.6,70,981,9452.108,3091844096
"25901",0,19.5,-85.9,75,978,9452.108,3091844096
"25902",600,20.2,-86,80,975,9452.108,3091844096
"25903",1200,20.9,-86,85,973,9452.108,3091844096
"25904",1800,21.7,-86.3,95,970,9452.108,3091844096
"25905",0,22.3,-87.3,100,968,9452.108,3091844096
"25906",600,22.8,-87.8,105,966,9452.108,3091844096
"25907",1200,23.1,-88.3,110,965,9452.108,3091844096
"25908",1800,23.4,-89.2,110,962,9452.108,3091844096
"25909",0,23.7,-89.8,110,959,9452.108,3091844096
"25910",600,24,-90.2,110,956,9452.108,3091844096
"25911",1200,24.6,-91,110,953,9452.108,3091844096
"25912",1800,24.9,-91.8,110,948,9452.108,3091844096
"25913",0,25.6,-92.6,110,944,9452.108,3091844096
"25914",600,26.1,-93.3,115,940,9452.108,3091844096
"25915",1200,26.3,-93.9,120,937,9452.108,3091844096
"25916",1800,26.7,-94.5,130,936,9452.108,3091844096
"25917",0,27,-95,140,936,9452.108,3091844096
"25918",600,27.2,-95.7,150,936,9452.108,3091844096
"25919",1200,27.6,-96.2,145,935,9452.108,3091844096
"25920",1800,28,-96.4,125,931,9452.108,3091844096
"25921",0,28.6,-96.8,100,940,9452.108,3091844096
"25922",600,29.5,-97.2,80,955,9452.108,3091844096
"25923",1200,30.5,-97.4,60,975,9452.108,3091844096
"25924",1800,31.8,-97.4,45,979,9452.108,3091844096
"25925",0,32.8,-97.2,40,980,9452.108,3091844096
"25957",1200,27.9,-45.9,100,976,9452.108,3091844096
"25961",1200,32.2,-45.8,105,975,9452.108,3091844096
"25964",600,34.7,-45.1,85,980,9452.108,3091844096
"25976",600,51.9,-11.6,70,970,9452.108,3091844096
"25984",1200,17.6,-42,65,975,9452.108,3091844096
"25985",1800,18.4,-43.1,70,967,9452.108,3091844096
"25987",600,19.6,-45.3,90,969,9452.108,3091844096
"25988",1200,19.8,-46.4,105,970,9452.108,3091844096
"25989",1800,20,-47.4,110,983,9452.108,3091844096
"25992",1200,20.3,-50.5,110,975,9452.108,3091844096
"25993",1800,20.5,-51.3,110,966,9452.108,3091844096
"25994",0,20.7,-52.1,110,965,9452.108,3091844096
"25995",600,21.1,-53.4,110,965,9452.108,3091844096
"25996",1200,21.6,-54.7,110,966,9452.108,3091844096
"25997",1800,21.8,-56.1,110,961,9452.108,3091844096
"25998",0,22,-57.4,110,960,9452.108,3091844096
"25999",600,22.3,-58.7,105,956,9452.108,3091844096
"26000",1200,22.7,-60,105,949,9452.108,3091844096
"26001",1800,23.3,-61.3,105,944,9452.108,3091844096
"26002",0,23.8,-62.6,105,939,9452.108,3091844096
"26003",600,24.1,-63.9,110,934,9452.108,3091844096
"26004",1200,24.4,-65.2,110,930,9452.108,3091844096
"26005",1800,24.8,-66.2,115,927,9452.108,3091844096
"26006",0,25.4,-66.9,120,928,9452.108,3091844096
"26007",600,26.1,-67.8,120,932,9452.108,3091844096
"26008",1200,27,-68.6,125,938,9452.108,3091844096
"26009",1800,28,-69.4,125,944,9452.108,3091844096
"26010",0,29,-70.1,125,948,9452.108,3091844096
"26011",600,30,-71,125,945,9452.108,3091844096
"26012",1200,31,-71.9,125,942,9452.108,3091844096
"26013",1800,32,-72.6,125,950,9452.108,3091844096
"26014",0,33,-73.1,120,947,9452.108,3091844096
"26015",600,34,-73.4,120,957,9452.108,3091844096
"26016",1200,35,-73.3,120,949,9452.108,3091844096
"26017",1800,36.3,-73,120,955,9452.108,3091844096
"26018",0,37.8,-72.5,115,968,9452.108,3091844096
"26019",600,39.2,-71.8,110,972,9452.108,3091844096
"26020",1200,40.4,-71.1,110,978,9452.108,3091844096
"26024",1200,40.8,-67.9,45,990,9452.108,3091844096
"26026",0,39.7,-65.4,60,993,9452.108,3091844096
"26035",600,37.4,-70.2,45,993,9452.108,3091844096
"26038",0,40,-70.3,40,996,9452.108,3091844096
"26040",1200,44.7,-69.8,30,1002,9452.108,3091844096
"26059",1200,16.1,-58.7,35,1007,9452.108,3091844096
"26060",1800,16.2,-59.5,45,1006,9452.108,3091844096
"26063",1200,16,-62.1,40,1004,9452.108,3091844096
"26065",0,16.1,-64,40,1010,9452.108,3091844096
"26067",1200,16.4,-66.1,50,1011,9452.108,3091844096
"26068",1800,17,-67.1,50,1010,9452.108,3091844096
"26071",1200,19.2,-69.1,50,1010,9452.108,3091844096
"26073",0,22,-70.3,55,1005,9452.108,3091844096
"26075",1200,24.3,-71.3,65,999,9452.108,3091844096
"26077",0,26.9,-71.2,75,997,9452.108,3091844096
"26078",600,27.4,-71.1,80,991,9452.108,3091844096
"26079",1200,28.7,-70.7,85,974,9452.108,3091844096
"26081",0,30,-69.5,95,960,9452.108,3091844096
"26083",1200,31.2,-68.2,105,968,9452.108,3091844096
"26084",1800,32.2,-67.4,105,954,9452.108,3091844096
"26085",0,32.9,-66.3,110,948,9452.108,3091844096
"26101",1200,18.9,-77.8,30,1005,9452.108,3091844096
"26107",0,22,-78,30,1003,9452.108,3091844096
"26109",1200,23.7,-77.7,30,1004,9452.108,3091844096
"26111",0,25.7,-75.8,30,1003,9452.108,3091844096
"26113",1200,28.8,-73,30,1001,9452.108,3091844096
"26114",1800,31.5,-71.5,55,996,9452.108,3091844096
"26117",1200,39.5,-68.4,55,987,9452.108,3091844096
"26119",0,42,-65,60,993,9452.108,3091844096
"26121",1200,43.4,-61.6,40,994,9452.108,3091844096
"26129",0,12.8,-81.7,65,991,9452.108,3091844096
"26131",1200,13.5,-81.6,105,991,9452.108,3091844096
"26132",1800,14.1,-81.5,110,969,9452.108,3091844096
"26133",0,15,-81.4,110,952,9452.108,3091844096
"26135",1200,16.9,-81.3,110,963,9452.108,3091844096
"26137",0,18.2,-82.4,115,956,9452.108,3091844096
"26138",600,18.5,-83.8,120,942,9452.108,3091844096
"26139",1200,18.4,-84.1,130,937,9452.108,3091844096
"26141",0,17.9,-86.1,140,920,9452.108,3091844096
"26143",1200,17.2,-88.1,120,930,9452.108,3091844096
"26148",1800,19.3,-61,30,1006,9452.108,3091844096
"26159",1200,27,-47,30,1002,9452.108,3091844096
"26164",1800,27.6,-43.5,30,991,9452.108,3091844096
"26165",0,28.8,-47,45,976,9452.108,3091844096
"26168",1800,28.3,-52.3,70,974,9452.108,3091844096
"26171",1200,28.8,-52.8,60,988,9452.108,3091844096
"26173",0,30.4,-51.7,55,985,9452.108,3091844096
"26177",0,32.7,-48.6,40,987,9452.108,3091844096
"26183",1200,22.1,-95.9,45,997,9452.108,3091844096
"26185",0,22.5,-95.9,50,992,9452.108,3091844096
"26187",1200,21.2,-95.5,55,998,9452.108,3091844096
"26189",0,19.5,-94,60,1004,9452.108,3091844096
"26199",600,29.2,-80.2,30,1007,9838.202,3150420992
"26202",0,32.9,-77.7,45,1002,9838.202,3150420992
"26204",1200,35.2,-75.3,65,986,9838.202,3150420992
"26205",1800,36.9,-73.5,75,991,9838.202,3150420992
"26206",0,38.7,-71.7,80,988,9838.202,3150420992
"26208",1200,41,-69.4,80,990,9838.202,3150420992
"26210",0,41.5,-67.9,60,994,9838.202,3150420992
"26223",600,40.9,-63.6,25,1002,9838.202,3150420992
"26255",1200,17.5,-52.6,60,995,9838.202,3150420992
"26258",600,18.8,-56.2,45,1005,9838.202,3150420992
"26259",1200,19.3,-57.3,45,1007,9838.202,3150420992
"26263",1200,21.6,-60.1,30,1010,9838.202,3150420992
"26269",0,29.7,-58.9,25,1010,9838.202,3150420992
"26280",1800,29.3,-53.6,40,1005,9838.202,3150420992
"26283",1200,31.9,-55.5,25,1009,9838.202,3150420992
"26301",600,21.3,-62.8,30,1003,9838.202,3150420992
"26308",0,23.9,-67,65,994,9838.202,3150420992
"26311",1800,24.8,-68.9,70,986,9838.202,3150420992
"26315",1800,28,-69.6,95,969,9838.202,3150420992
"26318",1200,32.8,-68.1,85,965,9838.202,3150420992
"26319",1800,34.5,-67.5,95,968,9838.202,3150420992
"26321",600,39.1,-65.4,70,975,9838.202,3150420992
"26331",0,23.8,-72.1,25,1002,9838.202,3150420992
"26334",1800,25.2,-72.1,40,1002,9838.202,3150420992
"26335",0,25.8,-72.2,40,1002,9838.202,3150420992
"26338",1800,26.4,-74,60,1002,9838.202,3150420992
"26339",0,26.7,-74.8,60,994,9838.202,3150420992
"26340",600,27,-75.1,60,997,9838.202,3150420992
"26341",1200,27.4,-75.2,60,992,9838.202,3150420992
"26342",1800,28.1,-75.4,70,987,9838.202,3150420992
"26344",600,29.2,-75.7,70,981,9838.202,3150420992
"26345",1200,29.7,-75.8,70,978,9838.202,3150420992
"26346",1800,30.2,-75.8,70,976,9838.202,3150420992
"26348",600,30.7,-75.1,80,973,9838.202,3150420992
"26349",1200,30.7,-74.6,90,969,9838.202,3150420992
"26350",1800,31.3,-73.6,100,962,9838.202,3150420992
"26352",600,33,-71.8,85,960,9838.202,3150420992
"26353",1200,33.9,-70.8,85,960,9838.202,3150420992
"26354",1800,34.6,-69.6,85,964,9838.202,3150420992
"26357",1200,36.7,-64.6,70,972,9838.202,3150420992
"26358",1800,37.5,-62.6,65,950,9838.202,3150420992
